fid18,fid16,fid14,fid12
211438,211438,211438,211438
211439,211439,211439,211439
211440,211440,211440,211440
211442,211442,211442,211442
211443,211443,211443,211443
211444,211444,211444,211444
211446,211446,211446,211446
211447,211447,211447,211447
211448,211448,211448,211448
211450,211450,211450,211450
211451,211451,211451,211451
211452,211452,211452,211452
211453,211453,211453,211453
211454,211454,211454,211454
211455,211455,211455,211455
211456,211456,211456,211456
211457,211457,211457,211457
211458,211458,211458,211458
211459,211459,211459,211459
211460,211460,211460,211460
211461,211461,211461,211461
211462,211462,211462,211462
211466,211466,211466,211466
211467,211467,211467,211467
211468,211468,211468,211468
211469,211469,211469,211469
211470,211470,211470,211470
211471,211471,211471,211471
211472,211472,211472,211472
211473,211473,211473,211473
211474,211474,211474,211474
211475,211475,211475,211475
211476,211476,211476,211476
211478,211478,211478,211478
211479,211479,211479,211479
211480,211480,211480,211480
211482,211482,211482,211482
211484,211484,211484,211484
211485,211485,211485,211485
211486,211486,211486,211486
211488,211488,211488,211488
211489,211489,211489,211489
211490,211490,211490,211490
211491,211491,211491,211491
211492,211492,211492,211492
211493,211493,211493,211493
211494,211494,211494,211494
211496,211496,211496,211496
211498,211498,211498,211498
211499,211499,211499,211499
211500,211500,211500,211500
211501,211501,211501,211501
211502,211502,211502,211502
211503,211503,211503,211503
211504,211504,211504,211504
211505,211505,211505,211505
211506,211506,211506,211506
211507,211507,211507,211507
211508,211508,211508,211508
211512,211512,211512,211512
211513,211513,211513,211513
211514,211514,211514,211514
211515,211515,211515,211515
211517,211517,211517,211517
211518,211518,211518,211518
211520,211520,211520,211520
211521,211521,211521,211521
211522,211522,211522,211522
211523,211523,211523,211523
211524,211524,211524,211524
211525,211525,211525,211525
211527,211527,211527,211527
211528,211528,211528,211528
211529,211529,211529,211529
211531,211531,211531,211531
211532,211532,211532,211532
211533,211533,211533,211533
211534,211534,211534,211534
211535,211535,211535,211535
211536,211536,211536,211536
211537,211537,211537,211537
211538,211538,211538,211538
211539,211539,211539,211539
211540,211540,211540,211540
211541,211541,211541,211541
211542,211542,211542,211542
211543,211543,211543,211543
211545,211545,211545,211545
211546,211546,211546,211546
211547,211547,211547,211547
211551,211551,211551,211551
211552,211552,211552,211552
211554,211554,211554,211554
211556,211556,211556,211556
211557,211557,211557,211557
211558,211558,211558,211558
211560,211560,211560,211560
211563,211563,211563,211563
211564,211564,211564,211564
211567,211567,211567,211567
211572,211572,211572,211572
211579,211579,211579,211579
211582,211582,211582,211582
211584,211584,211584,211584
211587,211587,211587,211587
211593,211593,211593,211593
211597,211597,211597,211597
211599,211599,211599,211599
211601,211601,211601,211601
211603,211603,211603,211603
211604,211604,211604,211604
211609,211609,211609,211609
211611,211611,211611,211611
211616,211616,211616,211616
211617,211617,211617,211617
211621,211621,211621,211621
211631,211631,211631,211631
211635,211635,211635,211635
211642,211642,211642,211642
211648,211648,211648,211648
211651,211651,211651,211651
211652,211652,211652,211652
211653,211653,211653,211653
211656,211656,211656,211656
211665,211665,211665,211665
211667,211667,211667,211667
211669,211669,211669,211669
211671,211671,211671,211671
211672,211672,211672,211672
211673,211673,211673,211673
211676,211676,211676,211676
211677,211677,211677,211677
211678,211678,211678,211678
211679,211679,211679,211679
211682,211682,211682,211682
211690,211690,211690,211690
211696,211696,211696,211696
211697,211697,211697,211697
211702,211702,211702,211702
211705,211705,211705,211705
211712,211712,211712,211712
211714,211714,211714,211714
211715,211715,211715,211715
211718,211718,211718,211718
211719,211719,211719,211719
211720,211720,211720,211720
211721,211721,211721,211721
211723,211723,211723,211723
211726,211726,211726,211726
211727,211727,211727,211727
211728,211728,211728,211728
211729,211729,211729,211729
211732,211732,211732,211732
211737,211737,211737,211737
211740,211740,211740,211740
211742,211742,211742,211742
211743,211743,211743,211743
211745,211745,211745,211745
211748,211748,211748,211748
211751,211751,211751,211751
211752,211752,211752,211752
211753,211753,211753,211753
211756,211756,211756,211756
211757,211757,211757,211757
211758,211758,211758,211758
211762,211762,211762,211762
211763,211763,211763,211763
211765,211765,211765,211765
211766,211766,211766,211766
211767,211767,211767,211767
211768,211768,211768,211768
211769,211769,211769,211769
211770,211770,211770,211770
211771,211771,211771,211771
211773,211773,211773,211773
211774,211774,211774,211774
211775,211775,211775,211775
211776,211776,211776,211776
211777,211777,211777,211777
211778,211778,211778,211778
211779,211779,211779,211779
211780,211780,211780,211780
211781,211781,211781,211781
211782,211782,211782,211782
211783,211783,211783,211783
211784,211784,211784,211784
211785,211785,211785,211785
211786,211786,211786,211786
211787,211787,211787,211787
211789,211789,211789,211789
211790,211790,211790,211790
211791,211791,211791,211791
211792,211792,211792,211792
211793,211793,211793,211793
211794,211794,211794,211794
211795,211795,211795,211795
211796,211796,211796,211796
211797,211797,211797,211797
211798,211798,211798,211798
211799,211799,211799,211799
211800,211800,211800,211800
211801,211801,211801,211801
211803,211803,211803,211803
211804,211804,211804,211804
211805,211805,211805,211805
211806,211806,211806,211806
211807,211807,211807,211807
211808,211808,211808,211808
211809,211809,211809,211809
211810,211810,211810,211810
211812,211812,211812,211812
211813,211813,211813,211813
211814,211814,211814,211814
211815,211815,211815,211815
211816,211816,211816,211816
211817,211817,211817,211817
211818,211818,211818,211818
211820,211820,211820,211820
211822,211822,211822,211822
211823,211823,211823,211823
211824,211824,211824,211824
211827,211827,211827,211827
211828,211828,211828,211828
211829,211829,211829,211829
211830,211830,211830,211830
211831,211831,211831,211831
211832,211832,211832,211832
211833,211833,211833,211833
211837,211837,211837,211837
211838,211838,211838,211838
211844,211844,211844,211844
211845,211845,211845,211845
211850,211850,211850,211850
211851,211851,211851,211851
211853,211853,211853,211853
211854,211854,211854,211854
211858,211858,211858,211858
211870,211870,211870,211870
211871,211871,211871,211871
211874,211874,211874,211874
211875,211875,211875,211875
211876,211876,211876,211876
211884,211884,211884,211884
211885,211885,211885,211885
211886,211886,211886,211886
211887,211887,211887,211887
211888,211888,211888,211888
211889,211889,211889,211889
211890,211890,211890,211890
211891,211891,211891,211891
211892,211892,211892,211892
211893,211893,211893,211893
211894,211894,211894,211894
211895,211895,211895,211895
211896,211896,211896,211896
211897,211897,211897,211897
211898,211898,211898,211898
211900,211900,211900,211900
211902,211902,211902,211902
211903,211903,211903,211903
211904,211904,211904,211904
211906,211906,211906,211906
211911,211911,211911,211911
211912,211912,211912,211912
211913,211913,211913,211913
211914,211914,211914,211914
211915,211915,211915,211915
211916,211916,211916,211916
211917,211917,211917,211917
211918,211918,211918,211918
211919,211919,211919,211919
211921,211921,211921,211921
211923,211923,211923,211923
211924,211924,211924,211924
211926,211926,211926,211926
211927,211927,211927,211927
211928,211928,211928,211928
211929,211929,211929,211929
211930,211930,211930,211930
211931,211931,211931,211931
211932,211932,211932,211932
211936,211936,211936,211936
211937,211937,211937,211937
211938,211938,211938,211938
211939,211939,211939,211939
211940,211940,211940,211940
211941,211941,211941,211941
211943,211943,211943,211943
211944,211944,211944,211944
211946,211946,211946,211946
211947,211947,211947,211947
211948,211948,211948,211948
211950,211950,211950,211950
211951,211951,211951,211951
211952,211952,211952,211952
211953,211953,211953,211953
211955,211955,211955,211955
211959,211959,211959,211959
211960,211960,211960,211960
211964,211964,211964,211964
212097,212097,212097,440822
212147,212147,420020,420020
212436,212436,212436,441260
212498,212498,212498,441330
212805,212805,212805,441668
212904,212904,440038,440038
213052,213052,440309,440309
213070,213070,213070,441957
213171,213171,440442,440442
213175,213175,440446,440446
213183,213183,213183,450051
213278,213278,213278,450170
213419,213419,440768,440768
213505,213505,440890,440890
213530,213530,440929,440929
213606,213606,213606,500177
213970,213970,213970,510240
213991,213991,441614,441614
214073,214073,214073,510347
214126,214126,214126,510391
214375,214375,214375,510622
214443,214443,450196,450196
214455,214455,450210,450210
214714,214714,500251,500251
214716,214716,500253,500253
214965,214965,214965,520318
214972,214972,214972,520327
215249,215249,510527,510527
215652,215652,520111,520111
215724,215724,520196,520196
215815,215815,215815,610044
215826,215826,215826,610054
215858,215858,520384,520384
215873,215873,215873,610097
215987,215987,520532,520532
216042,216042,216042,216042
216104,216104,216104,610350
216268,216268,216268,620127
216822,216822,620047,620047
216844,216844,620073,620073
217147,217147,217147,621000
217195,217195,217195,621044
217262,217262,620563,620563
217370,217370,620714,620714
217392,217392,217392,217392
217517,217517,620887,620887
217680,217680,621068,621068
217711,217711,621102,621102
217803,217803,217803,621642
217876,217876,621301,621301
218217,218217,218217,850741
219077,219077,219077,130042
219292,219292,130457,130457
219297,219297,130464,130464
219453,219453,130644,130644
219469,219469,219469,130500
219474,219474,130671,130671
219610,219610,130847,130847
219867,219867,219867,130896
220003,220003,220003,220003
220004,220004,220004,220004
220005,220005,220005,220005
220006,220006,220006,220006
220007,220007,220007,220007
220008,220008,220008,220008
220009,220009,220009,220009
220011,220011,220011,220011
220012,220012,220012,220012
220013,220013,220013,220013
220014,220014,220014,220014
220015,220015,220015,220015
220016,220016,220016,220016
220017,220017,220017,220017
220018,220018,220018,220018
220019,220019,220019,220019
220020,220020,220020,220020
220021,220021,220021,220021
220022,220022,220022,220022
220023,220023,220023,220023
220024,220024,220024,220024
220026,220026,220026,220026
220027,220027,220027,220027
220028,220028,220028,220028
220030,220030,220030,220030
220031,220031,220031,220031
220033,220033,220033,220033
220034,220034,220034,220034
