pid,fid14,fid12,cfps2012_latest_edu
340368101,167131,340368,初中
360218103,206185,360218,不适用
340338104,340338,340338,初中
340306101,340306,340306,文盲/半文盲
340343103,340343,340343,大专
340338102,340338,340338,小学
340379102,340379,340379,小学
340318102,127089,340318,大学本科
340375102,340375,340375,小学
340337104,340337,340337,高中/中专/技校/职高
340312105,285244,340312,小学
340307103,340307,340307,高中/中专/技校/职高
360223103,148304,360223,不适用
360157103,360157,360157,初中
360148103,206109,360148,高中/中专/技校/职高
340382103,340382,340382,高中/中专/技校/职高
340318104,340318,340318,初中
340317105,186420,340317,不适用
340380103,147881,340380,不适用
360218104,360218,360218,不适用
340312104,340312,340312,初中
340368431,340368,340368,不适用
340270104,340270,340270,不适用
340339104,186444,340339,大专
360218107,206185,360218,不适用
340090102,340090,340090,文盲/半文盲
340090103,340090,340090,初中
340093102,340093,340093,文盲/半文盲
340068103,340068,340068,不适用
340088101,340088,340088,文盲/半文盲
350085106,350085,350085,大专
350082106,350082,350082,小学
350061103,350061,350061,初中
350075102,350075,350075,小学
350085103,350085,350085,初中
350081102,350081,350081,文盲/半文盲
350083105,350083,350083,文盲/半文盲
350051104,350051,350051,小学
350068103,205826,350068,高中/中专/技校/职高
350107106,246659,350107,高中/中专/技校/职高
350069102,350069,350069,小学
350083531,350083,不适用,不适用
350081104,350081,350081,大学本科
350087103,350087,350087,高中/中专/技校/职高
350051102,350051,350051,文盲/半文盲
350093105,350093,350093,小学
350094103,350094,350094,初中
350083106,147969,350083,文盲/半文盲
350051103,350051,350051,文盲/半文盲
350094105,350094,350094,初中
350075103,350075,350075,初中
350083103,350083,350083,高中/中专/技校/职高
350069103,350069,350069,文盲/半文盲
350075101,350075,350075,文盲/半文盲
350099104,186587,350099,小学
350062103,265828,350062,初中
350087104,350087,350087,初中
350091102,350091,350091,文盲/半文盲
350101102,350101,350101,小学
350110103,350110,350110,初中
350078107,350078,350078,不适用
350085104,350085,350085,没数据
350107103,350107,350107,小学
350109103,350109,350109,小学
350081103,350081,350081,小学
350081101,350081,350081,文盲/半文盲
350083104,147969,350083,小学
350078106,350078,350078,初中
350094101,350094,350094,高中/中专/技校/职高
350095103,350095,350095,初中
350102105,350102,350102,大专
350085107,350085,350085,高中/中专/技校/职高
350204103,350204,350204,文盲/半文盲
350170101,350170,350170,高中/中专/技校/职高
350142104,350142,350142,大学本科
350208103,350208,350208,初中
350208101,350208,350208,小学
350208104,350208,350208,大专
350118104,350118,350118,初中
350131103,350131,350131,不适用
350130103,350130,350130,不适用
350216107,350216,350216,初中
350126104,350126,350126,小学
350130105,148015,350130,高中/中专/技校/职高
350134101,350134,350134,初中
350118103,350118,350118,大专
350121102,350121,350121,文盲/半文盲
350132101,226939,350132,文盲/半文盲
350132103,350132,350132,文盲/半文盲
350128103,350128,350128,文盲/半文盲
350114104,350114,350114,初中
350135104,148021,350135,高中/中专/技校/职高
350117103,350117,350117,不适用
350130104,350130,350130,不适用
350114102,350114,350114,文盲/半文盲
350121103,350121,350121,小学
350213103,350213,350213,小学
350126101,350126,350126,小学
350131104,350131,350131,高中/中专/技校/职高
350216103,350216,350216,小学
350217104,350217,350217,初中
350217103,350217,350217,小学
350117104,350117,350117,不适用
350216105,285526,350216,文盲/半文盲
350183104,350183,350183,不适用
350191104,350191,350191,不适用
350197103,350197,350197,初中
350187104,350187,350187,不适用
350185103,285496,350185,不适用
350196106,350196,350196,小学
350180104,350180,350180,不适用
350183107,350183,350183,初中
350173103,350173,350173,小学
350222104,350222,350222,文盲/半文盲
350222103,350222,350222,文盲/半文盲
350196104,350196,350196,不适用
350192105,350192,350192,初中
350196105,265953,350196,高中/中专/技校/职高
350195102,285507,350195,文盲/半文盲
350180103,350180,350180,不适用
350193102,350193,350193,不适用
350181105,350181,350181,不适用
350199103,350199,350199,小学
350184104,350184,350184,初中
350184103,350184,350184,初中
350216108,350216,350216,文盲/半文盲
350199102,350199,350199,小学
350009103,350009,350009,不适用
350004431,350004,350004,小学
350055104,350055,350055,初中
350002103,350002,350002,高中/中专/技校/职高
350005104,350005,350005,不适用
350004104,350004,350004,初中
350053105,350053,350053,不适用
350055107,350055,350055,小学
350043104,350043,350043,初中
350043105,350043,350043,初中
350013103,226829,350013,文盲/半文盲
350002105,350002,350002,初中
350002101,205769,350002,文盲/半文盲
350055103,350055,350055,高中/中专/技校/职高
350056103,350056,350056,不适用
350002102,205769,350002,文盲/半文盲
350047104,350047,350047,初中
350055105,350055,350055,初中
350002109,350002,350002,初中
350002108,350002,350002,初中
350055106,350055,350055,小学
350005103,350005,350005,不适用
350013431,350013,350013,不适用
350018102,350018,350018,不适用
350041106,350041,350041,小学
350020104,350020,350020,不适用
350036106,350036,350036,初中
350031105,350031,350031,不适用
350041104,350041,350041,文盲/半文盲
350029104,350029,350029,小学
350018104,127185,350018,硕士
350020105,350020,350020,初中
350023104,350023,350023,不适用
350029103,265801,350029,初中
350021103,350021,350021,初中
350025101,350025,350025,不适用
360230105,360230,360230,不适用
360253103,360253,360253,初中
360310105,148391,360310,小学
360251102,993428,993428,初中
360250431,360250,360250,不适用
360292108,227290,360292,小学
360293104,360293,360293,高中/中专/技校/职高
360310107,148391,360310,高中/中专/技校/职高
360242103,360242,360242,初中
360292105,227290,360292,不适用
360294104,360294,360294,高中/中专/技校/职高
360293105,360293,360293,初中
360253102,108142,360253,文盲/半文盲
360310106,285840,360310,初中
360253104,360253,360253,初中
360243103,360243,360243,初中
360235102,360235,360235,小学
360310103,285840,360310,初中
360310104,285840,360310,初中
360230103,360230,360230,不适用
360293103,360293,360293,小学
360293102,360293,360293,初中
360243104,360243,360243,小学
360235103,360235,360235,文盲/半文盲
360294105,360294,360294,初中
360339104,360339,360339,大专
360276104,148354,360276,小学
360278103,108165,360278,高中/中专/技校/职高
360342104,360342,360342,小学
360330101,206292,360330,初中
360287101,360287,360287,高中/中专/技校/职高
360275103,360275,360275,大专
360321102,127689,360321,不适用
360331105,206294,360331,不适用
360321103,127689,360321,不适用
360339105,360339,360339,初中
360326104,360326,360326,初中
360326101,360326,360326,初中
360330104,206292,360330,小学
360341103,360341,360341,不适用
360270101,360270,360270,高中/中专/技校/职高
360284103,360284,360284,高中/中专/技校/职高
360331104,206294,360331,小学
360160104,108037,不适用,不适用
360054103,360054,360054,高中/中专/技校/职高
360061103,360061,360061,大学本科
360010104,360010,360010,初中
360174102,148249,360174,文盲/半文盲
360144101,360144,360144,文盲/半文盲
360061104,360061,360061,大学本科
360191102,360191,360191,文盲/半文盲
360169104,360169,360169,初中
360169103,360169,360169,小学
360182105,360182,360182,高中/中专/技校/职高
360173101,167520,360173,小学
360177101,360177,360177,文盲/半文盲
360178101,360178,360178,文盲/半文盲
360160106,108037,不适用,不适用
360117103,360117,360117,高中/中专/技校/职高
360177104,360177,360177,小学
360098102,360098,360098,小学
360041104,360041,360041,高中/中专/技校/职高
360065102,360065,360065,不适用
360095104,227101,360095,初中
360098103,360098,360098,小学
360061102,360061,360061,小学
360041103,285575,360041,大专
360073103,360073,360073,高中/中专/技校/职高
360085103,360085,360085,初中
360078106,360078,360078,文盲/半文盲
360042103,360042,360042,大专
360086105,360086,360086,初中
360093106,360093,360093,文盲/半文盲
360093105,360093,360093,小学
360078104,360078,360078,初中
360093103,360093,360093,小学
370324103,370324,370324,初中
370334103,370334,370334,高中/中专/技校/职高
370330102,370330,370330,初中
370661104,370661,370661,不适用
370212105,187282,370212,初中
370202102,370202,370202,文盲/半文盲
370212104,370212,370212,大专
370206101,108466,370206,初中
370273103,370273,370273,不适用
370262103,370262,370262,小学
370270104,370270,370270,初中
370300104,370300,370300,小学
370303103,247424,370303,高中/中专/技校/职高
370302102,370302,370302,文盲/半文盲
370286102,370286,370286,小学
370300103,370300,370300,小学
370298102,370298,370298,小学
370289101,370289,370289,高中/中专/技校/职高
370283103,370283,370283,小学
370308105,370308,370308,初中
370300101,370300,370300,初中
370289102,370289,370289,高中/中专/技校/职高
370286103,370286,370286,高中/中专/技校/职高
370101102,370101,370101,不适用
370100103,370100,370100,大学本科
370015103,148450,370015,高中/中专/技校/职高
370468104,370468,370468,文盲/半文盲
370393102,370393,370393,文盲/半文盲
370433102,370433,370433,文盲/半文盲
370407105,370407,370407,文盲/半文盲
370105101,370105,370105,初中
370109102,370109,370109,初中
370058103,247145,370058,不适用
370015102,266340,370015,不适用
370468103,370468,370468,文盲/半文盲
370037104,247122,370037,小学
370037106,247122,370037,小学
370109104,370109,370109,不适用
370037103,247122,370037,大专
370750103,370750,370750,初中
370447101,370447,370447,文盲/半文盲
370068103,370068,370068,高中/中专/技校/职高
370092103,370092,370092,高中/中专/技校/职高
370090104,370090,370090,初中
370093101,370093,370093,初中
370087102,370087,370087,高中/中专/技校/职高
370346103,168104,370346,初中
370362103,370362,370362,初中
370172103,187232,370172,大学本科
370184104,370184,370184,初中
370183431,370183,370183,文盲/半文盲
370173101,370173,370173,初中
370179101,247283,370179,文盲/半文盲
370143101,370143,370143,文盲/半文盲
370148104,693859,693859,小学
370516103,370516,370516,不适用
370522104,370522,370522,小学
370522103,370522,370522,不适用
370525101,370525,370525,小学
370517103,370517,370517,高中/中专/技校/职高
370516101,370516,370516,文盲/半文盲
370520103,370520,370520,不适用
410617104,410617,410617,初中
410617103,410617,410617,高中/中专/技校/职高
